Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?)(?:by|through) (.*),You can reduce the amount of natural resources you use by not using the resources in the first place.,You can reduce the amount of natural resources you use ,not using the resources in the first place.
(.*?)(?:by|through) (.*),"Precycle"" by buying items with the least amount of wasted packaging.","Precycle"" ",buying items with the least amount of wasted packaging.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),Using less of them means that they will last longer.,Using less of them,that they will last longer.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),It also means they will impact the environment less.,It also,they will impact the environment less.
(.*?) as (.*),"They are referred to as the three Rs: reduce, reuse, and recycle.",They are referred to,"the three Rs: reduce, reuse, and recycle."
(.*?)(?:by|through) (.*),Solar energy is energy provided by sunlight.,Solar energy is energy provided ,sunlight.
(.*?)(?:by|through) (.*),Wind energy is energy provided by the blowing wind.,Wind energy is energy provided ,the blowing wind.
(.*) because of (.*),The wind blows because of differences in heating of Earths atmosphere by the sun.,The wind blows,differences in heating of Earths atmosphere by the sun.
(.*?)(?:by|through) (.*),Biomass energy is energy provided by burning or decomposing organic matter.,Biomass energy is energy provided ,burning or decomposing organic matter.
(.*?) as (.*),Crops such as corn can also be converted into a liquid fuel and added to gasoline.,Crops such,corn can also be converted into a liquid fuel and added to gasoline.
(.*?) for (.*),Nonrenewable energy sources accounted for 83 percent of the total energy used.,Nonrenewable energy sources accounted,83 percent of the total energy used.
(.*?) for (.*),Fossil fuels and the uranium needed for nuclear power will soon be used up if we continue to consume them at these rates.,Fossil fuels and the uranium needed,nuclear power will soon be used up if we continue to consume them at these rates.
(.*?) as (.*),Using fossil fuels and nuclear energy creates other problems as well.,Using fossil fuels and nuclear energy creates other problems,well.
(.*?) for (.*),"Whether its powering our lights and computers, heating our homes, or providing energy for cars and other vehicles, its hard to imagine what our lives would be like without a constant supply of energy.","Whether its powering our lights and computers, heating our homes, or providing energy","cars and other vehicles, its hard to imagine what our lives would be like without a constant supply of energy."
(.*?) as (.*),Renewable resources are natural resources that are remade by natural processes as quickly as people use them.,Renewable resources are natural resources that are remade by natural processes,quickly as people use them.
(.*?) because (.*),Metals and some other minerals are considered renewable as well because they are not destroyed when they are used.,Metals and some other minerals are considered renewable as well,they are not destroyed when they are used.
(.*?) for (.*),They must be used in a way that meets the needs of the present generation but also preserves them for future generations.,They must be used in a way that meets the needs of the present generation but also preserves them,future generations.
(.*?) if (.*),It will run out sooner or later if nuclear energy continues to be used.,It will run out sooner or later,nuclear energy continues to be used.
(.*?) so (.*),"However, it takes millions of years for soil to form, so from a human point of view, it is a nonrenewable resource.","However, it takes millions of years for soil to form,","from a human point of view, it is a nonrenewable resource."
(.*?) for (.*),It must be used wisely to preserve it for the future.,It must be used wisely to preserve it,the future.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),This means taking steps to avoid soil erosion and contamination of soil by toxins such as oil spills.,This,taking steps to avoid soil erosion and contamination of soil by toxins such as oil spills.
(.*?) as (.*),"From a human point of view, natural resources can be classified as either renewable or nonrenewable.","From a human point of view, natural resources can be classified",either renewable or nonrenewable.
(.*?) as (.*),"They include plants, plant-like protists such as algae, and some kinds of bacteria.","They include plants, plant-like protists such","algae, and some kinds of bacteria."
(.*?)(?:by|through) (.*),All other living things obtain glucose by eating autotrophs (or organisms that eat autotrophs).,All other living things obtain glucose ,eating autotrophs (or organisms that eat autotrophs).
(.*?) for (.*),(Photosynthetic bacteria have other structures for this purpose.),(Photosynthetic bacteria have other structures,this purpose.)
(.*?) as (.*),It contains the green pigment known as chlorophyll.,It contains the green pigment known,chlorophyll.
(.*?)(?:by|through) (.*),The chloroplast is surrounded by two membranes.,The chloroplast is surrounded ,two membranes.
(.*?) for (.*),"Therefore, all the raw materials needed for photosynthesis must be present in the leaves.","Therefore, all the raw materials needed",photosynthesis must be present in the leaves.
(.*?) for (.*),The shape of the leaves gives them a lot of surface area to absorb light for photosynthesis.,The shape of the leaves gives them a lot of surface area to absorb light,photosynthesis.
(.*?)(?:by|through) (.*),Carbon dioxide enters the leaves through tiny openings called stomata.,Carbon dioxide enters the leaves ,tiny openings called stomata.
(.*?)(?:by|through) (.*),(The oxygen released during photosynthesis also exits the leaves through the stomata.),(The oxygen released during photosynthesis also exits the leaves ,the stomata.)
(.*?) for (.*),The nearly universal food for life is the sugar glucose.,The nearly universal food,life is the sugar glucose.
(.*?)(?:by|through) (.*),"In your body, glucose is the form of energy that is carried in your blood and taken up by each of your trillions of cells.","In your body, glucose is the form of energy that is carried in your blood and taken up ",each of your trillions of cells.
